"","C9","I9","C11","I11","C16","I16"
"MSTRG.3202",0.517283,0.838638,0.724443,0.704153,0.279032,0.607632
"MSTRG.32020",0.022108,0.040379,0,0.008668,0.012835,0.025645
"MSTRG.32021",0.627875,0.49973,0.55138,0.349035,0,0.084084
"MSTRG.32022",0.032656,0,0,0,0,0
"MSTRG.32023",0,0,0,0,0,0
"MSTRG.32024",118.201828,120.36972,130.143829,132.489014,92.392418,80.337296
"MSTRG.32025",38.158909,38.277763,39.025721,41.902857,68.133931,69.77891
"MSTRG.32026",47.58091,50.25655,47.078511,53.769124,52.305077,53.058221
"MSTRG.32027",4.064758,4.22858,3.704064,3.459659,2.679861,2.674477
"MSTRG.32028",12.838208,15.380514,13.236096,12.718369,10.784505,12.58621
"MSTRG.32029",8.458597,10.225772,6.205485,6.862393,10.043199,10.964443
"MSTRG.3203",0.101929,0.101147,0.157884,0,0,0.162875
"MSTRG.32030",30.162034,39.989454,31.28378,33.870285,30.083207,31.948599
"MSTRG.32031",9.86364,8.357032,7.883131,7.485592,5.50613,9.200953
"MSTRG.32032",122.425493,145.3333,113.581232,121.833198,76.156299,82.956195
"MSTRG.32033",0,0.023362,0,0,0,0
"MSTRG.32034",6.125599,5.97599,5.106488,5.768567,3.409551,4.573378
"MSTRG.32035",12.771818,15.555162,13.141065,12.917791,10.022478,11.719438
"MSTRG.32036",0,0,0,0,0,0
"MSTRG.32037",0,0,0,0,0,0
"MSTRG.32038",0,0,0,0.024808,0,0
"MSTRG.32039",0,0,0,0,0,0
"MSTRG.3204",0,0,0,0.034712,0,0
"MSTRG.32040",0,0,0,0,0,0
"MSTRG.32041",0.126444,0,0,0,0,0
"MSTRG.32042",2.611583,2.384911,3.255416,2.728541,0.624789,0.48654
"MSTRG.32043",0,0.103519,0.101421,0,0.067998,0
"MSTRG.32044",4.062716,4.899109,4.524559,4.222207,1.347878,1.361691
"MSTRG.32045",198.10788,226.70726,247.398239,246.663773,123.151733,120.333946
"MSTRG.32046",0,0,0,0,0,0
"MSTRG.32047",0,0,0,0.025224,0,0
"MSTRG.32048",21.190403,25.413275,18.428707,17.86578,7.227786,8.254637
"MSTRG.32049",0.127602,0.116113,0.0814,0.086657,0.082201,0
"MSTRG.3205",434.925385,446.216187,506.804016,513.516052,367.495728,350.335449
"MSTRG.32050",0.403108,0.072028,0.167825,0.111511,0.126733,0
"MSTRG.32051",1.184403,1.502481,1.895548,2.140231,1.459592,1.237815
"MSTRG.32052",106.378487,112.728653,112.004364,115.11203,81.710075,79.236427
"MSTRG.32053",403.574285,442.137525,412.445597,412.202191,360.463081,342.057411
"MSTRG.32054",248.119344,264.923742,269.247981,269.996798,210.207257,213.653024
"MSTRG.32055",72.212472,87.067063,62.498064,68.107093,70.613279,81.042964
"MSTRG.32056",13.090592,18.579688,17.529728,19.593039,12.850957,11.585113
"MSTRG.32057",17.598636,21.678725,19.418426,19.687378,19.433494,21.208118
"MSTRG.32058",0,0,0,0,0,0
"MSTRG.32059",240.157227,260.474884,234.427719,214.545837,127.117561,112.136444
"MSTRG.3206",0.184751,0.093081,0.079397,0.166996,0.090339,0.103956
"MSTRG.32060",109.519775,121.00116,105.688118,103.921104,124.711411,121.363876
"MSTRG.32061",10.245724,13.857912,12.105138,13.0195,6.393883,8.155588
"MSTRG.32062",80.990247,100.873471,64.121157,65.689426,94.135354,83.003958
"MSTRG.32063",287.464154,318.748993,288.352035,294.331491,223.743783,233.777307
"MSTRG.32064",0.471965,0.565978,0.202894,0.245542,0.109142,0.14482
"MSTRG.32065",0.016307,0.010279,0.007094,0.006945,0.019944,0.013453
"MSTRG.32066",2.841301,2.907032,2.42456,3.34737,3.357095,3.252051
"MSTRG.32067",4.962606,5.470795,4.39265,4.111897,4.892563,4.233181
"MSTRG.32068",2.518224,2.473176,2.333417,2.353354,1.643164,1.85948
"MSTRG.32069",2.266138,2.514358,0.761275,1.216809,0.648649,0.89499
"MSTRG.3207",0.438379,0.79612,0.236786,0.594041,0.552117,0.722907
"MSTRG.32070",3.700628,3.985498,1.592345,2.322626,5.558825,6.439403
"MSTRG.32071",6.596438,7.283168,6.015849,5.97207,7.433692,8.540162
"MSTRG.32072",0,0,0,0,0,0
"MSTRG.32073",0,0,0,0,0,0.01264
"MSTRG.32074",0,0,0,0,0,0
"MSTRG.32075",0,0,0,0,0,0
"MSTRG.32076",3.181207,3.256827,3.016132,3.239769,3.586737,3.925906
"MSTRG.32077",0,0,0,0,0,0
"MSTRG.32078",0,0,0,0,0,0
"MSTRG.32079",0.041386,0.042614,0.015834,0.033449,0.180809,0.220801
"MSTRG.3208",0.73101,0.65874,0.868075,0.968268,1.111524,1.414406
"MSTRG.32080",0.031497,0.042324,0.015913,0.040953,0.145199,0.205437
"MSTRG.32081",0,0,0,0,0,0
"MSTRG.32082",1.528441,1.536209,2.275556,2.713007,1.366801,1.368083
"MSTRG.32083",0,0,0,0,0,0
"MSTRG.32084",0,0,0,0,0,0
"MSTRG.32085",0,0,0,0,0,0
"MSTRG.32086",4.229808,5.294155,3.897277,5.101522,9.641675,9.773482
"MSTRG.32087",0,0,0,0,0.04525,0.049695
"MSTRG.32088",9.19565,9.530736,6.954079,8.299482,9.008879,9.812165
"MSTRG.32089",0.140074,0.097666,0.167908,0.316681,0.551117,0.302174
"MSTRG.3209",153.196409,188.77802,122.569244,133.890156,67.648823,72.926848
"MSTRG.32090",2.883069,3.225842,2.008408,2.474698,2.295906,2.980224
"MSTRG.32091",1.562842,1.358383,0.722828,1.151263,1.708825,1.460395
"MSTRG.32092",31.113901,36.236485,29.661734,30.395172,35.758938,33.594524
"MSTRG.32093",0.045674,0.106949,0.026333,0.085608,0.090086,0.091198
"MSTRG.32094",0,0.12458,0,0,0.152736,0
"MSTRG.32095",0,0,0,0,0,0
"MSTRG.32096",14.67424,18.272631,15.398128,16.651531,14.085252,14.368755
"MSTRG.32097",0,0.069542,0,0,0,0
"MSTRG.32098",0,0,0,0,0,0
"MSTRG.32099",6.648259,7.656286,4.809479,5.802861,11.093809,11.934093
"MSTRG.321",0.871933,1.2501,0.989671,0.77427,0.591148,0.895556
"MSTRG.3210",42.008015,51.181298,23.627003,24.702379,9.094754,10.006435
"MSTRG.32100",5.558467,5.47112,5.497413,6.116439,4.906919,4.914481
"MSTRG.32101",0.017748,0.033062,0.02118,0.060943,0.63405,0.183161
"MSTRG.32102",10.473769,11.146409,11.896885,11.271631,9.010126,9.031
"MSTRG.32103",8.21618,7.158412,7.892496,8.726071,9.555762,7.969897
"MSTRG.32104",1.524647,1.598374,1.113215,1.678935,2.159181,1.499915
"MSTRG.32105",0.014249,0,0,0,0.017087,0
"MSTRG.32106",0,0,0,0,0,0
"MSTRG.32107",0.01051,0.093311,0.023842,0,0.01895,0.087074
"MSTRG.32108",0.647238,0.976046,0.372339,0.611608,0.984558,1.289798
"MSTRG.32109",0,0.070075,0,0,0,0
"MSTRG.3211",0.125585,0.044574,0.017256,0,0.087954,0.199522
"MSTRG.32110",1.503843,1.31048,1.453376,1.115257,2.282231,1.927868
"MSTRG.32111",0,0,0,0,0,0
"MSTRG.32112",0.301619,0,0,0,0,0
"MSTRG.32113",0,0,0,0,0,0
"MSTRG.32114",14.958666,16.234208,11.07741,11.920811,23.311398,24.922208
"MSTRG.32115",4.847065,5.310647,2.777826,3.50927,3.729593,4.859285
"MSTRG.32116",0.014502,0,0,0.036762,0.040918,0.049338
"MSTRG.32117",16.114697,20.848815,15.371097,17.525615,23.044524,22.315805
"MSTRG.32118",0,0,0,0,0,0
"MSTRG.32119",0,0.020418,0.016756,0,0,0
"MSTRG.3212",11.760945,14.354814,9.239421,10.391075,2.718082,3.261512
"MSTRG.32120",0.405172,0.533566,0.184162,0.233893,0.477396,0.571191
"MSTRG.32121",1.323732,1.431752,1.381732,1.693956,0.752445,1.987405
"MSTRG.32122",0.293042,0.3794,0.302321,0.372412,0.588386,0.700336
"MSTRG.32123",25.151386,26.402288,26.827257,23.219908,40.230808,39.135677
"MSTRG.32124",0.023069,0.147374,0.03858,0.056523,0.059011,0.025422
"MSTRG.32125",38.220951,38.635502,40.315842,44.234379,33.031555,38.923672
"MSTRG.32126",13.900966,14.326925,9.106498,10.33846,38.958687,40.015697
"MSTRG.32127",10.52042,12.351894,9.432412,11.582208,8.070819,10.271119
"MSTRG.32128",0.962965,0.817992,0.74468,1.060538,0.130266,0.249624
"MSTRG.32129",2.083774,3.262737,3.806296,3.283476,0.544363,0.920363
"MSTRG.3213",44.0185,40.306274,29.958706,27.186468,5.2738,7.216917
"MSTRG.32130",0,0.066419,0,0,0.00531,0
"MSTRG.32131",3.052387,4.581942,1.770887,1.724645,1.988407,1.471692
"MSTRG.32132",4.126241,4.902665,2.792107,3.107321,8.174303,8.41668
"MSTRG.32133",0.052354,0.012969,0,0.021642,0.026802,0.018308
"MSTRG.32134",10.922505,11.588373,8.303794,8.399269,12.622779,13.269553
"MSTRG.32135",0,0,0,0,0,0
"MSTRG.32136",1.337835,1.225226,0.971511,1.221605,0.874576,0.886053
"MSTRG.32137",0,0,0.006618,0,0,0
"MSTRG.32138",0,0,0,0,0,0
"MSTRG.32139",0,0,0,0,0,0
"MSTRG.3214",1.221405,1.610141,1.234701,1.081536,0.479116,0.43402
"MSTRG.32140",0,0,0,0,0,0
"MSTRG.32141",0,0,0,0,0,0
"MSTRG.32142",0,0,0,0,0,0
"MSTRG.32143",0,0,0,0,0,0
"MSTRG.32144",0.240682,0.165979,0.250402,0.199377,0.102999,0.188423
"MSTRG.32145",2.545723,4.718446,4.102305,3.482409,2.61335,2.61607
"MSTRG.32146",0,0,0,0,0.018766,0
"MSTRG.32147",2.734497,2.852345,1.628303,2.187373,3.818035,3.380514
"MSTRG.32148",2.058221,1.760129,1.580776,2.055472,1.855214,2.716469
"MSTRG.32149",34.091816,33.557433,27.777019,33.974606,36.725454,37.66836
"MSTRG.3215",0.566501,0.829861,0.194113,0.189106,0.178457,0.320405
"MSTRG.32150",1.378608,1.985584,0.950707,1.706938,3.777278,2.741436
"MSTRG.32151",27.863209,32.942772,31.723812,35.372524,35.816772,33.248264
"MSTRG.32152",0,0,0,0,0,0
"MSTRG.32153",27.664554,27.497773,20.545725,23.848248,19.775164,18.423239
"MSTRG.32154",23.324623,29.508854,12.767332,13.409938,5.285946,6.136566
"MSTRG.32155",0,0,0,0,0,0
"MSTRG.32156",0,0,0,0,0,0
"MSTRG.32157",0,0,0,0,0,0
"MSTRG.32158",5.957759,6.281448,4.352135,5.562088,7.197508,7.227488
"MSTRG.32159",0,0.013964,0,0,0,0
"MSTRG.3216",36.687947,40.607382,37.927251,42.359463,34.6781,36.447082
"MSTRG.32160",0,0,0,0,0,0.016922
"MSTRG.32161",0,0,0,0,0,0
"MSTRG.32162",0,0,0,0,0,0
"MSTRG.32163",5.997795,5.747343,4.393574,5.75147,6.789112,6.771874
"MSTRG.32164",22.625051,24.938055,18.990488,20.447205,21.276224,20.471991
"MSTRG.32165",10.343496,11.136342,7.839275,8.241167,14.753342,15.709685
"MSTRG.32166",13.532267,14.932228,9.284152,10.824909,18.179255,19.781784
"MSTRG.32167",0.009376,0,0,0,0,0
"MSTRG.32168",0,0,0,0,0,0
"MSTRG.32169",0,0,0,0,0,0
"MSTRG.3217",1.094804,0.705369,1.248389,2.0448,1.459463,2.57892
"MSTRG.32170",370.418243,416.516589,378.617879,392.434759,565.816023,561.187713
"MSTRG.32171",0.564928,0.483654,0.432203,0.532903,0.666856,0.62995
"MSTRG.32172",0.254106,0.301494,0.349143,0.394338,0.388927,0.466099
"MSTRG.32173",0.942989,0.735075,1.021829,0.917382,1.242885,1.392884
"MSTRG.32174",2.666675,2.914042,1.751737,2.394779,4.092418,4.517939
"MSTRG.32175",183.384384,185.352097,211.161041,217.025726,195.090912,183.569138
"MSTRG.32176",1.888011,1.90247,1.231897,1.264092,2.174671,2.414915
"MSTRG.32177",15.476952,15.790401,16.173435,17.421068,14.000522,15.459452
"MSTRG.32178",6.745929,7.388638,7.25187,8.061878,4.98958,4.768849
"MSTRG.32179",0.027208,0,0.041845,0.078852,0.048898,0.069082
"MSTRG.3218",45.858492,53.102883,42.105986,46.097762,37.833444,40.275193
"MSTRG.32180",239.253205,243.367699,267.23481,258.696037,240.199713,226.953509
"MSTRG.32181",0.632121,0.602895,0.780903,1.052227,1.848038,1.608819
"MSTRG.32182",21.51597,22.795963,20.847418,23.594861,17.756265,18.853727
"MSTRG.32183",12.315779,13.220845,8.798166,10.232138,12.95533,13.059097
"MSTRG.32184",0,0,0,0,0.086234,0
"MSTRG.32185",76.166924,69.303452,77.973755,83.327972,46.295174,45.376228
"MSTRG.32186",0.744348,0.694479,0.918049,0.97722,0.346531,0.561307
"MSTRG.32187",0,0,0,0,0,0
"MSTRG.32188",0,0,0,0,0,0
"MSTRG.32189",0,0,0,0,0,0
"MSTRG.3219",1.165286,0.720495,1.423314,2.034575,1.487218,1.102832
"MSTRG.32190",0,0,0,0,0,0
"MSTRG.32191",0,0,0,0,0,0
"MSTRG.32192",0,0,0,0,0,0
"MSTRG.32193",0,0,0,0,0,0
"MSTRG.32194",0.041443,0,0,0,0,0
"MSTRG.32195",0,0,0,0,0,0
"MSTRG.32196",0,0,0,0.019915,0,0
"MSTRG.32197",0.086564,0.051382,0.119806,0,0,0
"MSTRG.32198",7.772171,6.477796,5.56502,5.329413,26.242769,22.32288
"MSTRG.32199",0,0.033794,0,0,0,0
"MSTRG.322",83.537811,115.04731,104.071006,101.429188,81.926422,83.523073
"MSTRG.3220",0,0.044262,0,0.030289,0,0
"MSTRG.32200",0,0,0,0,0,0
"MSTRG.32201",0,0,0,0,0,0
"MSTRG.32202",0,0,0,0,0,0
"MSTRG.32203",0,0,0,0,0,0
"MSTRG.32204",4.925455,5.315888,4.025417,4.571245,5.250166,5.842445
"MSTRG.32205",0.199276,0.275851,0.188809,0.07482,0.233446,0.222904
"MSTRG.32206",4.727869,4.993401,3.784484,4.345253,4.933722,5.577591
"MSTRG.32207",0,0,0,0,0,0
"MSTRG.32208",61.068367,56.662285,75.225624,66.965538,37.001957,35.826275
"MSTRG.32209",0.739441,0.665253,0.897674,0.937925,0.341809,0.554591
"MSTRG.3221",0,0.020107,0,0,0,0
"MSTRG.32210",0.213247,0.266626,0.145485,0.048119,0.180522,0.183303
"MSTRG.32211",0,0,0,0,0,0
"MSTRG.32212",0,0,0,0,0,0
"MSTRG.32213",3.097847,3.154686,2.814722,3.212261,2.604715,2.476808
"MSTRG.32214",0.114146,0.074821,0.062601,0.043366,0.053867,0.108244
"MSTRG.32215",201.025853,197.075532,183.997215,192.978468,208.677716,214.572023
"MSTRG.32216",0.878757,1.017471,0.526807,0.629884,0.62811,1.057473
"MSTRG.32217",126.024658,139.536782,117.752529,124.176317,152.16806,150.37202
"MSTRG.32218",48.325534,55.036028,43.284967,43.941579,46.820639,49.581195
"MSTRG.32219",8.059778,8.025031,8.521438,8.333073,8.652512,8.863299
"MSTRG.3222",6.236546,7.556411,6.085208,7.331676,7.005303,7.764504
"MSTRG.32220",0,0.043588,0,0,0,0
"MSTRG.32221",0,0,0.135998,0,0,0
"MSTRG.32222",1.075018,0.828984,1.009534,0.779192,1.754877,1.2502
"MSTRG.32223",0.171072,0.222725,0.258119,0.37461,0.114511,0.17759
"MSTRG.32224",4.282309,4.900213,5.272167,5.148519,10.48748,10.04275
"MSTRG.32225",12.229724,13.039,9.896417,11.327673,12.227375,13.856141
"MSTRG.32226",11.929583,10.734231,6.857611,9.020871,12.541956,11.593655
"MSTRG.32227",0,0,0,0,0,0
"MSTRG.32228",0,0,0,0,0,0.02331
"MSTRG.32229",0,0,0,0,0,0
"MSTRG.3223",0.347108,0.345856,0.372549,0,0.26731,0.260537
"MSTRG.32230",29.256738,29.969748,21.055752,24.77197,28.455274,29.710178
"MSTRG.32231",0,0,0,0,0,0
"MSTRG.32232",0,0,0,0,0,0
"MSTRG.32233",0,0,0,0,0,0
"MSTRG.32234",0.013074,0,0.118395,0.028128,0.021381,0.047509
"MSTRG.32235",0,0.027711,0.016219,0.081772,0,0
"MSTRG.32236",0.018448,0.033919,0.004306,0.021285,0.020702,0.030187
"MSTRG.32237",0,0,0,0,0,0
"MSTRG.32238",0,0,0,0,0,0
"MSTRG.32239",0,0,0,0,0,0
"MSTRG.3224",0.341039,0.336408,0.262004,0.359673,0.395122,0.241311
"MSTRG.32240",0.675946,0.688619,0.592006,0.821129,0.663817,0.83213
"MSTRG.32241",0.041752,0,0,0,0,0
"MSTRG.32242",0.076849,0,0.005786,0.077989,0.020688,0.066689
"MSTRG.32243",0.086768,0.213665,0.171405,0.180899,0.120809,0.221471
"MSTRG.32244",0,0,0,0.117572,0,0
"MSTRG.32245",0,0,0,0,0,0
"MSTRG.32246",0,0,0,0,0,0
"MSTRG.32247",0.144679,0,0.082672,0.24575,0.111233,0.477509
"MSTRG.32248",0.154402,0,0.097651,0.160009,0.123971,0.400926
"MSTRG.32249",2.943789,4.558527,3.56497,3.629224,4.010165,4.349574
"MSTRG.3225",9.261462,10.462082,9.506041,9.008449,5.120986,5.894392
"MSTRG.32250",1.223732,0.761235,0.902567,1.567095,1.788673,2.480581
"MSTRG.32251",1.973501,1.578628,1.22076,1.352534,1.517653,1.87085
"MSTRG.32252",4.992143,6.359094,5.213816,5.583433,4.835,4.790812
"MSTRG.32253",0.601513,0.550934,0.633656,0.506935,0.304976,0.376891
"MSTRG.32254",0.034423,0,0,0,0.071874,0
"MSTRG.32255",29.672937,35.937906,27.713043,28.489368,38.519549,36.083699
"MSTRG.32256",8.6417,8.731596,9.714603,10.393906,7.166173,6.558207
"MSTRG.32257",1.867685,2.704706,1.51382,2.04274,2.844905,2.675128
"MSTRG.32258",3.232903,5.05872,2.799288,3.429207,3.841355,4.565158
"MSTRG.32259",1.755812,0.667746,1.055109,1.305466,0.791112,1.772953
"MSTRG.3226",7.469405,8.926428,6.883312,6.886501,17.836229,16.939053
"MSTRG.32260",16.516135,18.970415,21.482395,22.63229,20.812556,18.556288
"MSTRG.32261",6.009391,6.705165,4.423127,4.843425,17.056744,15.474542
"MSTRG.32262",10.298607,9.907524,10.289509,11.148794,13.204439,14.709791
"MSTRG.32263",5.417547,6.057822,4.153285,5.571948,4.393648,5.228232
"MSTRG.32264",0.611071,0.659305,0,0.445108,0,0.75602
"MSTRG.32265",7.27006,7.861052,7.174654,7.788201,5.033472,5.959867
"MSTRG.32266",0,0,0,0,0,0
"MSTRG.32267",2.689645,3.768818,2.696849,2.883726,2.177626,2.733677
"MSTRG.32268",0,0,0,0,0,0
"MSTRG.32269",0,0,0,0,0,0
"MSTRG.3227",0,0,0,0,0,0.089353
"MSTRG.32270",0,0,0,0,0,0
"MSTRG.32271",40.209726,49.620693,37.567344,39.045405,38.637306,38.835013
"MSTRG.32272",0,0,0,0,0,0
"MSTRG.32273",0,0.026992,0,0,0,0
"MSTRG.32274",0.199475,0.031019,0.061811,0.088579,0.225431,0.109067
"MSTRG.32275",3.702533,4.845866,2.865258,3.93226,6.80664,6.919346
"MSTRG.32276",0.006782,0.03434,0,0.006276,0,0
"MSTRG.32277",0,0,0,0,0,0
"MSTRG.32278",6.734615,8.062032,5.610342,7.57797,7.448031,8.297748
"MSTRG.32279",2.900937,2.589944,1.75627,2.11685,3.847545,4.457005
"MSTRG.3228",2.502691,3.757497,2.03732,2.285448,1.690668,1.815846
"MSTRG.32280",2.328977,2.566067,1.757951,1.848472,3.630136,3.423546
"MSTRG.32281",0.029879,0.134498,0.018849,0.146167,0.008411,0.0389
"MSTRG.32282",0.082626,0.089851,0.090335,0.044481,0.035893,0.021232
"MSTRG.32283",0,0,0,0,0,0
"MSTRG.32284",0.061326,0.076784,0.052565,0.052965,0.050379,0.098007
"MSTRG.32285",0.005625,0,0,0,0,0
"MSTRG.32286",0.198931,0.0344,0,0,0.170643,0.056249
"MSTRG.32287",0,0,0.039805,0,0.019339,0.087163
"MSTRG.32288",0.067855,0.051856,0.006309,0.039892,0,0.0223
"MSTRG.32289",28.637852,25.958031,28.3426,29.360008,15.026979,10.354549
"MSTRG.3229",6.200606,5.943153,4.150163,5.433656,3.053929,4.781118
"MSTRG.32290",0.006868,0,0,0.043537,0.005616,0.014804
"MSTRG.32291",37.920247,53.183755,42.536568,45.72302,64.358761,64.842948
"MSTRG.32292",0,0,0,0,0,0
"MSTRG.32293",0.226004,0.369428,0.258781,0.106364,0.215264,0.30054
"MSTRG.32294",0,0,0,0,0,0
"MSTRG.32295",0,0,0,0,0,0
"MSTRG.32296",0,0,0,0,0,0
"MSTRG.32297",0,0,0,0,0,0
"MSTRG.32298",0.232975,0.100756,0.099988,0.093314,0.091691,0.148029
"MSTRG.32299",0.147685,0,0.148389,0.173654,0.436315,0.331267
"MSTRG.323",0,0,0,0,0,0
"MSTRG.3230",72.555988,83.339741,80.086075,78.04808,63.136709,66.30772
"MSTRG.32300",0,0,0,0,0,0
"MSTRG.32301",0,0,0,0,0,0
"MSTRG.32302",5.102442,5.720219,2.540249,3.297365,1.960514,2.800185
"MSTRG.32303",0.94349,1.12507,0.364156,0.583704,0.25851,0.282561
"MSTRG.32304",0.032828,0.203691,0,0,0,0
"MSTRG.32305",0,0,0,0,0,0
"MSTRG.32306",0,0,0,0,0,0
"MSTRG.32307",0.058574,0.049313,0.062975,0.069615,0.404432,0.364264
"MSTRG.32308",0.011982,0,0,0.016631,0.009798,0.00594
"MSTRG.32309",0,0,0,0,0,0
"MSTRG.3231",0,0,0,0,0,0
"MSTRG.32310",0.023542,0.068112,0.006153,0.031744,0.030251,0.014207
"MSTRG.32311",0,0,0,0,0,0
"MSTRG.32312",0.047071,0.064196,0.005741,0.064465,0.015396,0.040311
"MSTRG.32313",0.125761,0.230415,0.228697,0.222842,0.194868,0.067619
"MSTRG.32314",0,0,0,0.009945,0,0
"MSTRG.32315",0,0,0,0,0,0
"MSTRG.32316",0,0,0,0,0,0
"MSTRG.32317",0,0,0,0,0,0
"MSTRG.32318",0.120081,0,0.070992,0.041846,0.042475,0
"MSTRG.32319",0,0,0,0,0.009274,0
"MSTRG.3232",17.170632,22.238815,15.306075,17.515505,16.326673,17.138836
"MSTRG.32320",2.631421,2.437059,1.354484,1.468422,2.41039,1.511623
"MSTRG.32321",1.279096,1.302555,0.812339,0.916852,1.00099,0.962773
"MSTRG.32322",28.076653,28.697233,32.145042,32.625759,38.747284,34.046196
"MSTRG.32323",0,0,0,0,0,0
"MSTRG.32324",0,0,0,0,0,0
"MSTRG.32325",0,0,0,0,0,0
"MSTRG.32326",0,0,0,0,0,0
"MSTRG.32327",0.030472,0,0,0,0,0
"MSTRG.32328",0.905517,0.961535,0.713919,0.888752,0.946262,0.912732
"MSTRG.32329",0,0.01298,0,0.011742,0,0
"MSTRG.3233",0.176807,0.882858,0,0,0,0.157398
"MSTRG.32330",0,0,0,0,0,0
"MSTRG.32331",0,0,0,0,0,0
"MSTRG.32332",0,0,0,0,0,0
"MSTRG.32333",0,0,0,0,0,0
"MSTRG.32334",0,0,0,0.034186,0,0
"MSTRG.32335",0,0,0,0,0.075724,0.111205
"MSTRG.32336",0,0,0,0,0,0
"MSTRG.32337",0,0,0,0,0,0
"MSTRG.32338",0,0,0,0,0,0
"MSTRG.32339",0,0,0,0,0,0
"MSTRG.3234",0.234578,0,0.127536,0.206061,0.156425,0.056968
"MSTRG.32340",0,0,0,0,0,0
"MSTRG.32341",0.018772,0.054074,0.05116,0.037122,0.021495,0.050794
"MSTRG.32342",0,0,0,0,0,0
"MSTRG.32343",0,0,0,0,0,0
"MSTRG.32344",0,0,0,0,0,0
"MSTRG.32345",0,0,0,0,0,0
"MSTRG.32346",0,0,0,0,0,0
"MSTRG.32347",0,0,0,0,0,0
"MSTRG.32348",0,0,0,0,0,0
"MSTRG.32349",0,0,0,0,0,0
"MSTRG.3235",1.731817,2.173366,1.84502,3.016624,2.735963,3.61173
"MSTRG.32350",0,0,0,0,0,0
"MSTRG.32351",0.470046,0.462375,0.364627,0.748048,0.834969,1.204578
"MSTRG.32352",0,0,0,0,0,0
"MSTRG.32353",0,0,0,0,0,0
"MSTRG.32354",0,0,0,0,0,0
"MSTRG.32355",0,0,0,0,0,0
"MSTRG.32356",0,0,0,0,0,0
"MSTRG.32357",0,0,0,0,0,0
"MSTRG.32358",0,0,0,0,0,0
"MSTRG.32359",0,0,0,0,0,0
"MSTRG.3236",0,0,0,0.125378,0,0
"MSTRG.32360",0,0,0,0,0,0
"MSTRG.32361",0.11976,0.085657,0.030789,0.062595,0.169996,0.219183
"MSTRG.32362",0,0,0,0,0.218833,0
"MSTRG.32363",0.088557,0,0,0,0,0
"MSTRG.32364",0,0,0,0,0,0
"MSTRG.32365",0,0,0.007739,0,0,0
"MSTRG.32366",0.288118,0.254128,0.095452,0.144178,0.069695,0.130961
"MSTRG.32367",31.148289,33.671545,28.153411,28.761704,20.779698,18.730082
"MSTRG.32368",8.107759,9.180373,8.509339,8.81454,12.319513,12.936406
"MSTRG.32369",0.170795,0.160141,0.151891,0.088269,0.2052,0.098102
"MSTRG.3237",0.121914,0,0,0,0,0.116826
"MSTRG.32370",0,0,0,0,0.020715,0.018564
"MSTRG.32371",0.018608,0.1269,0.071278,0.038069,0.060953,0.026689
"MSTRG.32372",0,0.080978,0.084542,0.021569,0.13597,0.161144
"MSTRG.32373",0.089119,0.251347,0.225645,0.140929,0.232514,0.156121
"MSTRG.32374",0,0,0,0,0,0
"MSTRG.32375",0,0,0,0,0,0
"MSTRG.32376",208.343109,215.13414,209.876678,214.471817,211.171997,211.742264
"MSTRG.32377",0.300568,0.402867,0.732491,0.33737,0.206415,0.486212
"MSTRG.32378",1.406647,1.577231,2.619377,2.700512,3.042613,2.760913
"MSTRG.32379",0,0,0,0,0,0
"MSTRG.3238",0.032967,0,0,0,0,0
"MSTRG.32380",3.342833,4.56429,3.986284,4.137245,3.451685,4.161295
"MSTRG.32381",0,0,0,0.20209,0,0
"MSTRG.32382",1.737181,2.295162,0.986174,0.820734,0.93492,0.860983
"MSTRG.32383",7.286266,11.840439,11.486384,10.545074,4.465974,6.642613
"MSTRG.32384",0,0,0,0,0,0
"MSTRG.32385",213.762543,220.197266,215.310913,219.355865,219.376205,218.792252
"MSTRG.32386",0,0,0,0,0,0
"MSTRG.32387",0,0,0,0,0,0
"MSTRG.32388",0,0,0,0,0,0
"MSTRG.32389",0,0,0,0,0,0
"MSTRG.3239",19.967607,13.92248,2.444576,6.008839,2.174681,1.815747
"MSTRG.32390",11.01188,14.163199,11.363051,12.400041,10.253478,11.191248
"MSTRG.32391",0,0,0,0,0,0
"MSTRG.32392",0,0,0,0,0,0
"MSTRG.32393",0.064817,0.037695,0,0,0,0
"MSTRG.32394",0,0,0,0,0,0
"MSTRG.32395",0,0,0,0,0,0
"MSTRG.32396",1.156247,0.728934,1.495359,0.608425,0.425498,0.347803
"MSTRG.32397",0,0,0,0,0,0
"MSTRG.32398",0.027262,0,0,0,0,0
"MSTRG.32399",58.191516,71.171343,59.348208,58.95308,42.928242,56.232251
"MSTRG.324",0,0,0,0,0,0
"MSTRG.3240",18.533763,21.843354,19.769431,21.905302,15.147261,14.133822
"MSTRG.32400",28.305073,31.054188,21.691135,24.48,14.989458,21.548079
"MSTRG.32401",18.335649,19.009983,17.96109,17.698666,15.299107,16.074223
"MSTRG.32402",74.434385,76.373489,86.458949,84.004298,82.191368,79.982632
"MSTRG.32403",8.457244,10.601023,5.919074,8.053047,7.548829,7.886834
"MSTRG.32404",51.071308,55.796268,56.587189,60.866478,88.882469,86.526947
"MSTRG.32405",47.704645,54.990625,41.355979,41.678676,35.909251,38.094071
"MSTRG.32406",16.911323,19.561999,19.847954,22.118803,16.202178,15.531246
